TMB,H2O2,predicted_value,uncertainty_std,default_observation_std
1,0.008836849,7754.740387,584.608305,624.9374494
1,0.007686337,7601.752491,763.7668415,795.0595786
1,0.010365719,7498.542336,822.7508088,851.8795917
0.872892328,0.010748887,7361.50595,889.3078993,916.3233518
0.815286069,0.007836435,7355.020179,915.3095662,941.5792836
1,0.006569551,7291.799593,1016.360427,1040.080988
0.744550138,0.007691232,7057.469183,1081.339266,1103.664149
1,0.012933476,7020.722404,1101.514864,1123.43889
1,0.005,6763.267224,1316.07613,1334.479795
1,0.298177828,5179.695851,1294.304849,1313.013704
0.624167635,0.620016455,4787.486655,963.0425415,988.0439677
0.495427314,0.692895592,3833.343624,1185.04747,1205.453214
0.19753938,0.106521439,3405.725721,956.7109152,981.8735767
0.217337548,0.104236893,3401.303978,1016.470721,1040.188768
0.316677272,0.203136811,2691.456146,793.8959732,824.0453638
0.138797621,0.147548698,2602.125357,1008.639244,1032.5372
0.240253424,0.407114719,1986.46525,1207.018758,1227.059179
0.166483156,0.015435813,1926.41318,645.8322701,682.5534898
0.119868796,0.293969224,1677.146048,1196.172081,1216.391217
0.099304782,0.098392644,1283.398057,950.0894955,975.4229825
0.065110156,0.015059197,1171.263771,1132.459865,1153.796036
0.041732508,0.005,1088.492218,1171.484571,1192.122496
0.063213867,0.184373105,688.893109,936.4749462,962.1669658
0.046750118,0.013351937,687.4806789,873.894943,901.3724628
0.010250619,0.022956831,404.6512773,811.4834471,841.0025744
0.020339743,0.033465625,393.9266578,1383.349993,1400.87014
0.00537346,0.009386796,393.2932961,1474.212257,1490.664859
0.022493106,0.035100779,393.0114377,1406.502425,1423.737693
0.042764803,0.065964502,386.9228113,1331.257435,1349.454076
0.030194362,0.212143488,372.8595192,857.9495385,885.9217549
0.008767719,0.051453447,246.9400265,1011.359634,1035.19479
0.0312548,0.672677268,-132.9299496,910.3694478,936.7777094
